item,rank,gender,isIdentity,hasref,refitem,exurl,wmurl,wmproj
Q105226570,NormalRank,Q6581097,true,false,,,,
Q112326281,NormalRank,Q6581097,true,false,,,,
Q113581946,NormalRank,Q6581097,true,false,,,,
Q113990485,NormalRank,Q6581097,true,false,,,,
Q113992841,NormalRank,Q6581097,true,false,,,,
Q113992842,,,,false,,,,
Q113992843,NormalRank,Q6581097,true,false,,,,
Q113992844,NormalRank,Q6581097,true,false,,,,
Q113992845,NormalRank,Q6581097,true,false,,,,
Q113992871,NormalRank,Q6581097,true,false,,,,
Q113992878,NormalRank,Q6581097,true,false,,,,
Q113992885,NormalRank,Q6581072,true,false,,,,
Q113992886,NormalRank,Q6581097,true,false,,,,
Q113992890,NormalRank,Q6581097,true,false,,,,
Q113992892,NormalRank,Q6581097,true,false,,,,
Q113992894,NormalRank,Q6581097,true,false,,,,
Q113992895,NormalRank,Q6581097,true,false,,,,
Q113992957,NormalRank,Q6581097,true,false,,,,
Q113992960,NormalRank,Q6581072,true,false,,,,
Q113993088,NormalRank,Q6581072,true,false,,,,
Q113993090,NormalRank,Q6581072,true,false,,,,
Q113993092,NormalRank,Q6581097,true,false,,,,
Q16115995,NormalRank,Q6581097,true,false,,,,
Q16190522,NormalRank,Q6581072,true,false,,,,
Q16730783,NormalRank,Q6581097,true,false,,,,
Q16730784,NormalRank,Q6581097,true,false,,,,
Q18922847,NormalRank,Q6581097,true,false,,,,
Q20386058,NormalRank,Q6581097,true,false,,,,
Q20402357,NormalRank,Q6581097,true,false,,,,
Q20408969,NormalRank,Q6581097,true,false,,,,
Q20420786,NormalRank,Q6581097,true,false,,,,
Q20422627,NormalRank,Q6581097,true,false,,,,
Q22687699,NormalRank,Q6581097,true,false,,,,
Q28510307,NormalRank,Q6581097,true,false,,,,
Q28968147,NormalRank,Q6581097,true,false,,,,
Q42822269,NormalRank,Q6581072,true,true,false,false,false,true
Q43296389,NormalRank,Q6581072,true,true,false,false,false,true
Q4666152,NormalRank,Q6581097,true,false,,,,
Q4696094,NormalRank,Q6581097,true,false,,,,
Q4714362,NormalRank,Q6581072,true,true,true,false,false,false
Q47495164,NormalRank,Q6581097,true,true,false,false,false,true
Q5331994,NormalRank,Q6581097,true,false,,,,
Q5429567,NormalRank,Q6581097,true,false,,,,
Q5431085,NormalRank,Q6581097,true,false,,,,
Q60191533,NormalRank,Q6581072,true,false,,,,
Q60914577,NormalRank,Q6581097,true,false,,,,
Q6127890,NormalRank,Q6581097,true,false,,,,
Q6165879,NormalRank,Q6581097,true,false,,,,
Q6355372,NormalRank,Q6581097,true,true,true,false,false,false
Q6399738,NormalRank,Q6581097,true,false,,,,
Q6495425,NormalRank,Q6581072,true,false,,,,
Q6932875,NormalRank,Q6581097,true,false,,,,
Q98804586,NormalRank,Q6581097,true,false,,,,
Q98885149,NormalRank,Q6581097,true,false,,,,
Q99968427,NormalRank,Q6581097,true,false,,,,
Q57352,NormalRank,Q6581097,true,true,false,false,false,true
Q57352,NormalRank,Q6581097,true,true,true,false,false,false
Q57726,NormalRank,Q6581097,true,true,false,false,false,true
Q58140,NormalRank,Q6581097,true,false,,,,
Q58171,NormalRank,Q6581097,true,false,,,,
