who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
52961920,Bahraini Ambassador to the United Kingdom,Bahraini Ambassador to the United Kingdom of 🇧🇭 Bahrain to 🇬🇧 United Kingdom,2015-08-24,,Q4714362,Alees Samaan,,,0
52961920,bahrain,Bahraini Ambassador to the United Kingdom of 🇧🇭 Bahrain to 🇬🇧 United Kingdom,2015-08-24,,Q4714362,Alees Samaan,,,1
52961920,united kingdom,Bahraini Ambassador to the United Kingdom of 🇧🇭 Bahrain to 🇬🇧 United Kingdom,2015-08-24,,Q4714362,Alees Samaan,,,2
