position,positionLabel,ofLabel,jurisdictionLabel,people,example
Q104127429,Secretary-General of the Gulf Cooperation Council,,,1,Q4666152
Q78476622,Speaker of the Arab Parliament,,,1,Q20408969
Q3273722,health minister,,<noval>,1,Q42822269
